order_line_id,order_id,dc_id,sku,qty_ordered,qty_shipped,ship_date,promised_date,actual_delivery_date,transit_days_actual,promise_revisions,backorder_days,on_time,in_full
OL-0011423,ORD-009305,CD-SP,P2,900,900,2026-02-05,2026-02-03,2026-02-09,2,1,8,0,1
OL-0011425,ORD-009307,CD-PE,P2,450,450,2026-02-05,2026-02-04,2026-02-19,8,1,8,0,1
OL-0011427,ORD-009309,CD-SP,P2,450,450,2026-02-05,2026-02-03,2026-02-09,2,1,8,0,1
OL-0011507,ORD-009382,CD-PE,P2,450,450,2026-02-05,2026-02-04,2026-02-10,3,1,7,0,1
OL-0011508,ORD-009383,CD-PE,P2,450,450,2026-02-05,2026-02-03,2026-02-19,8,1,7,0,1
OL-0011510,ORD-009384,CD-PE,P2,450,450,2026-02-05,2026-02-03,2026-02-12,5,1,7,0,1
OL-0011514,ORD-009387,CD-SP,P2,450,450,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011517,ORD-009389,CD-SP,P2,450,450,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011518,ORD-009390,CD-SP,P2,900,900,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011521,ORD-009392,CD-SP,P2,450,450,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011615,ORD-009476,CD-PE,P2,450,450,2026-02-05,2026-02-05,2026-02-11,4,1,6,0,1
OL-0011617,ORD-009478,CD-SP,P2,900,900,2026-02-05,2026-02-05,2026-02-09,2,1,6,0,1
OL-0011609,ORD-009471,CD-PE,P2,450,450,2026-02-05,2026-02-04,2026-02-19,8,1,5,0,1
OL-0011682,ORD-009539,CD-PE,P2,450,450,2026-02-05,2026-02-06,2026-02-09,2,1,3,0,1
OL-0011685,ORD-009541,CD-SP,P2,450,450,2026-02-05,2026-02-06,2026-02-09,2,1,3,0,1
OL-0011691,ORD-009545,CD-SP,P2,450,450,2026-02-05,2026-02-06,2026-02-09,2,1,3,0,1
OL-0011692,ORD-009546,CD-PE,P2,450,450,2026-02-05,2026-02-05,2026-02-19,8,1,3,0,1
OL-0011769,ORD-009609,CD-PE,P2,450,450,2026-02-05,2026-02-10,2026-02-11,4,1,2,0,1
OL-0011770,ORD-009610,CD-SP,P3,300,300,2026-02-05,2026-02-09,2026-02-13,6,1,2,0,1
OL-0011771,ORD-009611,CD-PE,P1,700,700,2026-02-05,2026-02-06,2026-02-19,8,1,2,0,1
OL-0011772,ORD-009611,CD-SP,P3,300,300,2026-02-05,2026-02-06,2026-02-10,3,1,2,0,1
OL-0011775,ORD-009613,CD-PE,P2,450,450,2026-02-05,2026-02-09,2026-02-09,2,1,2,1,1
OL-0011776,ORD-009614,CD-PE,P2,450,450,2026-02-05,2026-02-06,2026-02-12,5,1,2,0,1
OL-0011777,ORD-009615,CD-SP,P1,700,700,2026-02-05,2026-02-09,2026-02-11,4,1,2,0,1
OL-0011778,ORD-009615,CD-SP,P2,900,900,2026-02-05,2026-02-09,2026-02-09,2,1,2,1,1
OL-0011779,ORD-009616,CD-PE,P2,450,450,2026-02-05,2026-02-06,2026-02-19,8,1,2,0,1
OL-0011780,ORD-009617,CD-PE,P1,700,700,2026-02-05,2026-02-09,2026-02-09,2,1,2,1,1
OL-0011782,ORD-009619,CD-SP,P1,700,700,2026-02-05,2026-02-06,2026-02-11,4,1,2,0,1
OL-0011785,ORD-009622,CD-SP,P3,300,300,2026-02-05,2026-02-09,2026-02-09,2,1,2,1,1
OL-0011774,ORD-009612,CD-SP,P4,300,300,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011781,ORD-009618,CD-SP,P1,700,700,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011860,ORD-009683,CD-PE,P1,700,700,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011861,ORD-009684,CD-PE,P2,450,450,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011862,ORD-009685,CD-PE,P1,1400,1400,2026-02-05,2026-02-09,2026-02-19,8,1,1,0,1
OL-0011863,ORD-009686,CD-SP,P1,700,700,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011864,ORD-009687,CD-SP,P2,450,450,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011865,ORD-009688,CD-SP,P1,700,700,2026-02-05,2026-02-11,2026-02-19,8,1,1,0,1
OL-0011866,ORD-009689,CD-SP,P1,1400,1400,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011867,ORD-009689,CD-SP,P2,450,450,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011869,ORD-009691,CD-SP,P3,300,300,2026-02-05,2026-02-09,2026-02-11,4,1,1,0,1
OL-0011870,ORD-009692,CD-SP,P4,300,300,2026-02-05,2026-02-10,2026-02-13,6,1,1,0,1
OL-0011871,ORD-009693,CD-PE,P2,450,450,2026-02-05,2026-02-09,2026-02-19,8,1,1,0,1
OL-0011950,ORD-009763,CD-PE,P1,700,700,2026-02-05,2026-02-11,2026-02-09,2,0,0,1,1
OL-0011951,ORD-009763,CD-PE,P2,450,450,2026-02-05,2026-02-11,2026-02-09,2,0,0,1,1
OL-0011953,ORD-009765,CD-SP,P1,700,700,2026-02-05,2026-02-11,2026-02-09,2,0,0,1,1
OL-0011954,ORD-009766,CD-SP,P3,300,300,2026-02-05,2026-02-11,2026-02-09,2,0,0,1,1
OL-0011955,ORD-009767,CD-PE,P2,450,450,2026-02-05,2026-02-10,2026-02-19,8,0,0,0,1
OL-0011956,ORD-009768,CD-PE,P2,450,450,2026-02-05,2026-02-10,2026-02-12,5,0,0,0,1
OL-0011957,ORD-009769,CD-SP,P2,1350,1350,2026-02-05,2026-02-11,2026-02-09,2,0,0,1,1
OL-0011958,ORD-009770,CD-SP,P4,300,300,2026-02-05,2026-02-11,2026-02-09,2,0,0,1,1
OL-0011339,ORD-009238,CD-SP,P2,224,224,2026-02-05,2026-02-03,2026-02-09,2,1,8,0,1
OL-0011429,ORD-009311,CD-PE,P2,336,336,2026-02-05,2026-02-03,2026-02-09,2,1,8,0,1
OL-0011431,ORD-009313,CD-PE,P2,112,112,2026-02-05,2026-02-04,2026-02-11,4,1,8,0,1
OL-0011432,ORD-009314,CD-SP,P2,336,336,2026-02-05,2026-02-03,2026-02-09,2,1,8,0,1
OL-0011439,ORD-009321,CD-PE,P2,112,112,2026-02-05,2026-02-02,2026-02-19,8,1,8,0,1
OL-0011440,ORD-009322,CD-PE,P2,112,112,2026-02-05,2026-02-02,2026-02-12,5,1,8,0,1
OL-0011441,ORD-009323,CD-PE,P2,112,112,2026-02-05,2026-02-02,2026-02-19,8,1,8,0,1
OL-0011443,ORD-009325,CD-SP,P2,112,112,2026-02-05,2026-02-03,2026-02-09,2,1,8,0,1
OL-0011445,ORD-009327,CD-PE,P2,112,112,2026-02-05,2026-02-02,2026-02-12,5,1,8,0,1
OL-0011448,ORD-009330,CD-SP,P2,112,112,2026-02-05,2026-02-03,2026-02-09,2,1,8,0,1
OL-0011451,ORD-009333,CD-SP,P2,448,448,2026-02-05,2026-02-03,2026-02-09,2,1,8,0,1
OL-0011452,ORD-009334,CD-SP,P2,224,224,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011526,ORD-009397,CD-PE,P2,112,112,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011527,ORD-009398,CD-SP,P2,224,224,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011534,ORD-009405,CD-PE,P2,112,112,2026-02-05,2026-02-03,2026-02-19,8,1,7,0,1
OL-0011535,ORD-009406,CD-SP,P2,224,224,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011536,ORD-009407,CD-SP,P2,112,112,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011538,ORD-009409,CD-PE,P2,112,112,2026-02-05,2026-02-03,2026-02-13,6,1,7,0,1
OL-0011539,ORD-009410,CD-PE,P2,224,224,2026-02-05,2026-02-03,2026-02-19,8,1,7,0,1
OL-0011540,ORD-009411,CD-PE,P2,112,112,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011542,ORD-009413,CD-PE,P2,112,112,2026-02-05,2026-02-05,2026-02-20,9,1,7,0,1
OL-0011545,ORD-009416,CD-SP,P2,112,112,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011546,ORD-009417,CD-SP,P2,336,336,2026-02-05,2026-02-04,2026-02-10,3,1,7,0,1
OL-0011550,ORD-009421,CD-SP,P2,112,112,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011523,ORD-009394,CD-SP,P2,112,112,2026-02-05,2026-02-05,2026-02-09,2,1,6,0,1
OL-0011619,ORD-009480,CD-SP,P2,336,336,2026-02-05,2026-02-05,2026-02-09,2,1,6,0,1
OL-0011626,ORD-009487,CD-PE,P2,112,112,2026-02-05,2026-02-04,2026-02-19,8,1,6,0,1
OL-0011628,ORD-009489,CD-SP,P2,224,224,2026-02-05,2026-02-05,2026-02-09,2,1,6,0,1
OL-0011631,ORD-009492,CD-SP,P2,112,112,2026-02-05,2026-02-05,2026-02-09,2,1,6,0,1
OL-0011636,ORD-009497,CD-SP,P2,112,112,2026-02-05,2026-02-05,2026-02-09,2,1,6,0,1
OL-0011637,ORD-009498,CD-PE,P2,224,224,2026-02-05,2026-02-05,2026-02-09,2,1,6,0,1
OL-0011693,ORD-009547,CD-PE,P2,224,224,2026-02-05,2026-02-05,2026-02-19,8,1,3,0,1
OL-0011695,ORD-009549,CD-SP,P2,224,224,2026-02-05,2026-02-06,2026-02-09,2,1,3,0,1
OL-0011696,ORD-009550,CD-PE,P2,112,112,2026-02-05,2026-02-06,2026-02-09,2,1,3,0,1
OL-0011701,ORD-009555,CD-PE,P2,224,224,2026-02-05,2026-02-05,2026-02-12,5,1,3,0,1
OL-0011703,ORD-009556,CD-SP,P2,224,224,2026-02-05,2026-02-06,2026-02-09,2,1,3,0,1
OL-0011705,ORD-009558,CD-SP,P2,112,112,2026-02-05,2026-02-06,2026-02-09,2,1,3,0,1
OL-0011706,ORD-009559,CD-PE,P2,112,112,2026-02-05,2026-02-05,2026-02-19,8,1,3,0,1
OL-0011709,ORD-009562,CD-PE,P2,112,112,2026-02-05,2026-02-09,2026-02-11,4,1,3,0,1
OL-0011714,ORD-009567,CD-PE,P2,336,336,2026-02-05,2026-02-06,2026-02-09,2,1,3,0,1
OL-0011712,ORD-009565,CD-PE,P1,350,350,2026-02-05,2026-02-06,2026-02-12,5,1,2,0,1
OL-0011788,ORD-009625,CD-PE,P2,112,112,2026-02-05,2026-02-06,2026-02-19,8,1,2,0,1
OL-0011789,ORD-009626,CD-SP,P2,112,112,2026-02-05,2026-02-09,2026-02-09,2,1,2,1,1
OL-0011794,ORD-009630,CD-SP,P1,350,350,2026-02-05,2026-02-09,2026-02-11,4,1,2,0,1
OL-0011795,ORD-009631,CD-SP,P2,112,112,2026-02-05,2026-02-09,2026-02-09,2,1,2,1,1
OL-0011797,ORD-009633,CD-PE,P1,350,350,2026-02-05,2026-02-09,2026-02-09,2,1,2,1,1
OL-0011798,ORD-009634,CD-PE,P1,175,175,2026-02-05,2026-02-10,2026-02-19,8,1,2,0,1
OL-0011799,ORD-009635,CD-SP,P1,350,350,2026-02-05,2026-02-09,2026-02-09,2,1,2,1,1
OL-0011802,ORD-009638,CD-PE,P1,350,350,2026-02-05,2026-02-06,2026-02-19,8,1,2,0,1
OL-0011804,ORD-009639,CD-SP,P2,336,336,2026-02-05,2026-02-09,2026-02-09,2,1,2,1,1
OL-0011805,ORD-009640,CD-PE,P2,112,112,2026-02-05,2026-02-06,2026-02-12,5,1,2,0,1
OL-0011808,ORD-009643,CD-PE,P2,112,112,2026-02-05,2026-02-06,2026-02-19,8,1,2,0,1
OL-0011810,ORD-009645,CD-PE,P1,175,175,2026-02-05,2026-02-06,2026-02-12,5,1,2,0,1
OL-0011792,ORD-009628,CD-PE,P2,224,224,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011800,ORD-009636,CD-SP,P1,175,175,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011872,ORD-009694,CD-PE,P1,175,175,2026-02-05,2026-02-10,2026-02-13,6,1,1,0,1
OL-0011873,ORD-009695,CD-PE,P1,525,525,2026-02-05,2026-02-09,2026-02-20,9,1,1,0,1
OL-0011875,ORD-009697,CD-SP,P2,112,112,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011876,ORD-009698,CD-SP,P3,75,75,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011877,ORD-009699,CD-SP,P3,150,150,2026-02-05,2026-02-10,2026-02-13,6,1,1,0,1
OL-0011878,ORD-009700,CD-PE,P2,112,112,2026-02-05,2026-02-10,2026-02-12,5,1,1,0,1
OL-0011879,ORD-009701,CD-PE,P2,112,112,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011881,ORD-009703,CD-PE,P2,112,112,2026-02-05,2026-02-10,2026-02-11,4,1,1,0,1
OL-0011882,ORD-009704,CD-SP,P4,75,75,2026-02-05,2026-02-10,2026-02-13,6,1,1,0,1
OL-0011883,ORD-009705,CD-SP,P2,112,112,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011884,ORD-009706,CD-SP,P3,75,75,2026-02-05,2026-02-10,2026-02-11,4,1,1,0,1
OL-0011887,ORD-009709,CD-SP,P1,875,875,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011888,ORD-009710,CD-SP,P3,75,75,2026-02-05,2026-02-09,2026-02-10,3,1,1,0,1
OL-0011889,ORD-009711,CD-PE,P2,112,112,2026-02-05,2026-02-09,2026-02-12,5,1,1,0,1
OL-0011890,ORD-009711,CD-SP,P3,75,75,2026-02-05,2026-02-09,2026-02-11,4,1,1,0,1
OL-0011891,ORD-009712,CD-SP,P1,175,175,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011892,ORD-009712,CD-SP,P2,224,224,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011893,ORD-009713,CD-PE,P1,175,175,2026-02-05,2026-02-10,2026-02-13,6,1,1,0,1
OL-0011895,ORD-009715,CD-SP,P4,75,75,2026-02-05,2026-02-09,2026-02-12,5,1,1,0,1
OL-0011896,ORD-009716,CD-SP,P2,224,224,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011897,ORD-009717,CD-SP,P4,75,75,2026-02-05,2026-02-09,2026-02-11,4,1,1,0,1
OL-0011898,ORD-009718,CD-PE,P1,175,175,2026-02-05,2026-02-09,2026-02-12,5,1,1,0,1
OL-0011899,ORD-009719,CD-PE,P2,224,224,2026-02-05,2026-02-09,2026-02-20,9,1,1,0,1
OL-0011880,ORD-009702,CD-PE,P2,112,112,2026-02-05,2026-02-12,2026-02-11,4,0,0,1,1
OL-0011886,ORD-009708,CD-SP,P4,75,75,2026-02-05,2026-02-11,2026-02-09,2,0,0,1,1
OL-0011894,ORD-009714,CD-PE,P2,112,112,2026-02-05,2026-02-10,2026-02-19,8,0,0,0,1
OL-0011959,ORD-009771,CD-PE,P1,350,350,2026-02-05,2026-02-10,2026-02-19,8,0,0,0,1
OL-0011960,ORD-009772,CD-SP,P3,150,150,2026-02-05,2026-02-11,2026-02-09,2,0,0,1,1
OL-0011961,ORD-009773,CD-SP,P4,75,75,2026-02-05,2026-02-11,2026-02-09,2,0,0,1,1
OL-0011962,ORD-009774,CD-SP,P2,112,112,2026-02-05,2026-02-11,2026-02-09,2,0,0,1,1
OL-0011963,ORD-009775,CD-SP,P1,175,175,2026-02-05,2026-02-11,2026-02-09,2,0,0,1,1
OL-0011964,ORD-009776,CD-PE,P1,350,350,2026-02-05,2026-02-11,2026-02-09,2,0,0,1,1
OL-0011965,ORD-009777,CD-SP,P1,350,350,2026-02-05,2026-02-11,2026-02-09,2,0,0,1,1
OL-0011966,ORD-009778,CD-SP,P3,75,75,2026-02-05,2026-02-11,2026-02-09,2,0,0,1,1
OL-0011967,ORD-009779,CD-PE,P5,125,125,2026-02-05,2026-02-12,2026-02-11,4,0,0,1,1
OL-0011968,ORD-009780,CD-SP,P3,75,75,2026-02-05,2026-02-10,2026-02-10,3,0,0,1,1
OL-0011969,ORD-009781,CD-PE,P1,175,175,2026-02-05,2026-02-10,2026-02-12,5,0,0,0,1
OL-0011970,ORD-009782,CD-PE,P1,175,175,2026-02-05,2026-02-10,2026-02-12,5,0,0,0,1
OL-0011971,ORD-009783,CD-PE,P2,224,224,2026-02-05,2026-02-10,2026-02-19,8,0,0,0,1
OL-0011972,ORD-009784,CD-PE,P1,175,175,2026-02-05,2026-02-12,2026-02-12,5,0,0,1,1
OL-0011973,ORD-009785,CD-PE,P2,112,112,2026-02-05,2026-02-10,2026-02-12,5,0,0,0,1
OL-0011974,ORD-009786,CD-SP,P1,175,175,2026-02-05,2026-02-11,2026-02-09,2,0,0,1,1
OL-0011975,ORD-009787,CD-SP,P2,336,336,2026-02-05,2026-02-11,2026-02-09,2,0,0,1,1
OL-0011976,ORD-009788,CD-PE,P2,112,112,2026-02-05,2026-02-11,2026-02-09,2,0,0,1,1
OL-0011977,ORD-009789,CD-PE,P2,224,224,2026-02-05,2026-02-11,2026-02-09,2,0,0,1,1
OL-0011980,ORD-009792,CD-SP,P2,112,112,2026-02-05,2026-02-11,2026-02-10,3,0,0,1,1
OL-0011366,ORD-009264,CD-SP,P2,90,90,2026-02-05,2026-02-02,2026-02-09,2,1,9,0,1
OL-0011371,ORD-009269,CD-PE,P2,78,78,2026-02-05,2026-02-02,2026-02-09,2,1,9,0,1
OL-0011376,ORD-009274,CD-SP,P2,126,126,2026-02-05,2026-02-02,2026-02-09,2,1,9,0,1
OL-0011379,ORD-009277,CD-SP,P2,102,102,2026-02-05,2026-02-02,2026-02-09,2,1,9,0,1
OL-0011387,ORD-009281,CD-SP,P2,48,48,2026-02-05,2026-02-02,2026-02-09,2,1,9,0,1
OL-0011389,ORD-009283,CD-SP,P2,54,54,2026-02-05,2026-02-02,2026-02-09,2,1,9,0,1
OL-0011391,ORD-009284,CD-SP,P2,222,222,2026-02-05,2026-02-02,2026-02-09,2,1,9,0,1
OL-0011368,ORD-009266,CD-PE,P2,114,114,2026-02-05,2026-02-02,2026-02-19,8,1,8,0,1
OL-0011457,ORD-009339,CD-PE,P2,48,48,2026-02-05,2026-02-03,2026-02-12,5,1,8,0,1
OL-0011460,ORD-009342,CD-SP,P2,42,42,2026-02-05,2026-02-03,2026-02-09,2,1,8,0,1
OL-0011465,ORD-009346,CD-PE,P2,60,60,2026-02-05,2026-02-02,2026-02-19,8,1,8,0,1
OL-0011467,ORD-009348,CD-PE,P2,60,60,2026-02-05,2026-02-02,2026-02-12,5,1,8,0,1
OL-0011471,ORD-009352,CD-SP,P2,60,60,2026-02-05,2026-02-03,2026-02-09,2,1,8,0,1
OL-0011472,ORD-009353,CD-PE,P2,78,78,2026-02-05,2026-02-03,2026-02-09,2,1,8,0,1
OL-0011478,ORD-009358,CD-PE,P2,36,36,2026-02-05,2026-02-02,2026-02-19,8,1,8,0,1
OL-0011479,ORD-009359,CD-SP,P2,78,78,2026-02-05,2026-02-03,2026-02-09,2,1,8,0,1
OL-0011480,ORD-009360,CD-SP,P2,126,126,2026-02-05,2026-02-03,2026-02-09,2,1,8,0,1
OL-0011483,ORD-009363,CD-SP,P2,72,72,2026-02-05,2026-02-03,2026-02-09,2,1,8,0,1
OL-0011484,ORD-009364,CD-PE,P2,30,30,2026-02-05,2026-02-04,2026-02-11,4,1,8,0,1
OL-0011487,ORD-009366,CD-SP,P2,102,102,2026-02-05,2026-02-03,2026-02-09,2,1,8,0,1
OL-0011488,ORD-009367,CD-SP,P2,66,66,2026-02-05,2026-02-03,2026-02-09,2,1,8,0,1
OL-0011554,ORD-009424,CD-SP,P2,36,36,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011555,ORD-009425,CD-SP,P2,54,54,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011558,ORD-009428,CD-SP,P2,102,102,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011559,ORD-009429,CD-PE,P2,96,96,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011562,ORD-009432,CD-SP,P2,36,36,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011566,ORD-009436,CD-PE,P2,54,54,2026-02-05,2026-02-03,2026-02-19,8,1,7,0,1
OL-0011580,ORD-009448,CD-PE,P2,48,48,2026-02-05,2026-02-03,2026-02-12,5,1,7,0,1
OL-0011581,ORD-009449,CD-SP,P2,72,72,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011586,ORD-009454,CD-SP,P2,78,78,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011587,ORD-009455,CD-PE,P2,36,36,2026-02-05,2026-02-05,2026-02-11,4,1,7,0,1
OL-0011588,ORD-009456,CD-SP,P2,66,66,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011589,ORD-009457,CD-PE,P2,36,36,2026-02-05,2026-02-03,2026-02-19,8,1,7,0,1
OL-0011590,ORD-009458,CD-SP,P2,72,72,2026-02-05,2026-02-04,2026-02-09,2,1,7,0,1
OL-0011591,ORD-009459,CD-PE,P2,30,30,2026-02-05,2026-02-03,2026-02-19,8,1,7,0,1
OL-0011649,ORD-009509,CD-PE,P2,96,96,2026-02-05,2026-02-05,2026-02-09,2,1,6,0,1
OL-0011656,ORD-009516,CD-PE,P2,60,60,2026-02-05,2026-02-04,2026-02-19,8,1,6,0,1
OL-0011660,ORD-009520,CD-SP,P2,120,120,2026-02-05,2026-02-05,2026-02-10,3,1,6,0,1
OL-0011662,ORD-009522,CD-SP,P2,42,42,2026-02-05,2026-02-05,2026-02-10,3,1,6,0,1
OL-0011665,ORD-009525,CD-SP,P2,102,102,2026-02-05,2026-02-05,2026-02-09,2,1,6,0,1
OL-0011666,ORD-009526,CD-PE,P2,30,30,2026-02-05,2026-02-04,2026-02-13,6,1,6,0,1
OL-0011669,ORD-009529,CD-SP,P2,42,42,2026-02-05,2026-02-05,2026-02-09,2,1,6,0,1
OL-0011717,ORD-009569,CD-PE,P2,36,36,2026-02-05,2026-02-09,2026-02-13,6,1,3,0,1
OL-0011722,ORD-009574,CD-PE,P2,60,60,2026-02-05,2026-02-06,2026-02-09,2,1,3,0,1
OL-0011731,ORD-009582,CD-PE,P2,60,60,2026-02-05,2026-02-05,2026-02-19,8,1,3,0,1
OL-0011732,ORD-009583,CD-SP,P2,18,18,2026-02-05,2026-02-06,2026-02-09,2,1,3,0,1
OL-0011736,ORD-009586,CD-PE,P2,18,18,2026-02-05,2026-02-06,2026-02-09,2,1,3,0,1
OL-0011738,ORD-009587,CD-PE,P2,60,60,2026-02-05,2026-02-05,2026-02-19,8,1,3,0,1
OL-0011739,ORD-009588,CD-SP,P2,96,96,2026-02-05,2026-02-06,2026-02-09,2,1,3,0,1
OL-0011748,ORD-009596,CD-SP,P2,60,60,2026-02-05,2026-02-06,2026-02-09,2,1,3,0,1
OL-0011749,ORD-009597,CD-PE,P2,66,66,2026-02-05,2026-02-05,2026-02-12,5,1,3,0,1
OL-0011750,ORD-009598,CD-PE,P1,126,126,2026-02-05,2026-02-05,2026-02-19,8,1,3,0,1
OL-0011751,ORD-009599,CD-SP,P2,102,102,2026-02-05,2026-02-06,2026-02-09,2,1,3,0,1
OL-0011727,ORD-009578,CD-PE,P2,114,114,2026-02-05,2026-02-09,2026-02-09,2,1,2,1,1
OL-0011811,ORD-009646,CD-PE,P1,108,108,2026-02-05,2026-02-09,2026-02-12,5,1,2,0,1
OL-0011814,ORD-009649,CD-PE,P2,36,36,2026-02-05,2026-02-10,2026-02-13,6,1,2,0,1
OL-0011816,ORD-009651,CD-SP,P2,102,102,2026-02-05,2026-02-09,2026-02-09,2,1,2,1,1
OL-0011818,ORD-009653,CD-SP,P2,90,90,2026-02-05,2026-02-09,2026-02-09,2,1,2,1,1
OL-0011822,ORD-009655,CD-PE,P2,96,96,2026-02-05,2026-02-09,2026-02-09,2,1,2,1,1
OL-0011825,ORD-009657,CD-PE,P1,30,30,2026-02-05,2026-02-10,2026-02-11,4,1,2,0,1
OL-0011826,ORD-009658,CD-SP,P1,180,180,2026-02-05,2026-02-09,2026-02-10,3,1,2,0,1
OL-0011827,ORD-009659,CD-PE,P2,78,78,2026-02-05,2026-02-06,2026-02-19,8,1,2,0,1
OL-0011829,ORD-009660,CD-SP,P1,18,18,2026-02-05,2026-02-09,2026-02-09,2,1,2,1,1
OL-0011830,ORD-009661,CD-PE,P1,108,108,2026-02-05,2026-02-06,2026-02-19,8,1,2,0,1
OL-0011834,ORD-009664,CD-SP,P2,48,48,2026-02-05,2026-02-09,2026-02-09,2,1,2,1,1
OL-0011835,ORD-009665,CD-SP,P1,120,120,2026-02-05,2026-02-09,2026-02-09,2,1,2,1,1
OL-0011837,ORD-009667,CD-PE,P2,54,54,2026-02-05,2026-02-06,2026-02-19,8,1,2,0,1
OL-0011841,ORD-009671,CD-PE,P1,18,18,2026-02-05,2026-02-06,2026-02-19,8,1,2,0,1
OL-0011842,ORD-009671,CD-SP,P3,42,42,2026-02-05,2026-02-06,2026-02-10,3,1,2,0,1
OL-0011843,ORD-009672,CD-PE,P2,60,60,2026-02-05,2026-02-06,2026-02-12,5,1,2,0,1
OL-0011845,ORD-009674,CD-SP,P3,36,36,2026-02-05,2026-02-09,2026-02-09,2,1,2,1,1
OL-0011900,ORD-009720,CD-PE,P2,30,30,2026-02-05,2026-02-11,2026-02-11,4,1,1,1,1
OL-0011902,ORD-009721,CD-SP,P3,54,54,2026-02-05,2026-02-10,2026-02-13,6,1,1,0,1
OL-0011903,ORD-009722,CD-PE,P1,90,90,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011905,ORD-009723,CD-PE,P1,30,30,2026-02-05,2026-02-11,2026-02-19,8,1,1,0,1
OL-0011908,ORD-009726,CD-PE,P1,48,48,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011909,ORD-009727,CD-SP,P1,162,162,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011910,ORD-009728,CD-SP,P2,114,114,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011913,ORD-009731,CD-SP,P3,24,24,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011914,ORD-009732,CD-PE,P1,102,102,2026-02-05,2026-02-09,2026-02-20,9,1,1,0,1
OL-0011916,ORD-009733,CD-PE,P2,12,12,2026-02-05,2026-02-09,2026-02-19,8,1,1,0,1
OL-0011917,ORD-009734,CD-PE,P2,78,78,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011918,ORD-009735,CD-PE,P1,42,42,2026-02-05,2026-02-09,2026-02-19,8,1,1,0,1
OL-0011919,ORD-009736,CD-SP,P3,18,18,2026-02-05,2026-02-09,2026-02-11,4,1,1,0,1
OL-0011921,ORD-009738,CD-SP,P4,30,30,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011922,ORD-009739,CD-PE,P2,60,60,2026-02-05,2026-02-09,2026-02-18,7,1,1,0,1
OL-0011923,ORD-009740,CD-SP,P3,36,36,2026-02-05,2026-02-10,2026-02-09,2,1,1,1,1
OL-0011924,ORD-009741,CD-PE,P1,60,60,2026-02-05,2026-02-09,2026-02-12,5,1,1,0,1
