date,dc_id,sku,on_hand,reserved_ka,in_transit,oldest_batch_date
2026-03-19,CD-SP,P1,50660,7547,0,2026-03-19
2026-03-19,CD-SP,P2,17666,4610,14850,2026-03-12
2026-03-19,CD-SP,P3,8417,1172,0,2026-03-19
2026-03-19,CD-SP,P4,4140,1383,5100,2026-03-12
2026-03-19,CD-SP,P5,2326,679,3000,2026-03-15
2026-03-19,CD-PR,P1,22077,3398,11200,2026-03-13
2026-03-19,CD-PR,P2,13664,2076,7200,2026-03-13
2026-03-19,CD-PR,P3,3779,528,0,2026-03-13
2026-03-19,CD-PR,P4,3435,623,0,2026-03-13
2026-03-19,CD-PR,P5,2099,306,1000,2026-03-17
2026-03-19,CD-GO,P1,18925,2588,7700,2026-03-14
2026-03-19,CD-GO,P2,11362,1581,4950,2026-03-14
2026-03-19,CD-GO,P3,3497,402,0,2026-03-14
2026-03-19,CD-GO,P4,2691,475,300,2026-03-14
2026-03-19,CD-GO,P5,2474,233,1000,2026-03-15
2026-03-19,CD-PE,P1,43305,3534,0,2026-03-19
2026-03-19,CD-PE,P2,26152,2158,0,2026-03-19
2026-03-19,CD-PE,P3,5785,549,0,2026-03-16
2026-03-19,CD-PE,P4,4956,648,0,2026-03-16
2026-03-19,CD-PE,P5,4301,318,0,2026-03-19
2026-03-20,CD-SP,P1,47191,7547,0,2026-03-19
2026-03-20,CD-SP,P2,14854,4610,14850,2026-03-12
2026-03-20,CD-SP,P3,7700,1172,0,2026-03-19
2026-03-20,CD-SP,P4,3729,1428,5100,2026-03-12
2026-03-20,CD-SP,P5,1790,679,3000,2026-03-15
2026-03-20,CD-PR,P1,20949,3399,11200,2026-03-13
2026-03-20,CD-PR,P2,13474,2076,7200,2026-03-13
2026-03-20,CD-PR,P3,3680,528,0,2026-03-13
2026-03-20,CD-PR,P4,3048,643,0,2026-03-13
2026-03-20,CD-PR,P5,2087,306,1000,2026-03-17
2026-03-20,CD-GO,P1,18672,2588,7700,2026-03-14
2026-03-20,CD-GO,P2,11120,1581,4950,2026-03-14
2026-03-20,CD-GO,P3,3479,402,0,2026-03-14
2026-03-20,CD-GO,P4,2685,490,300,2026-03-14
2026-03-20,CD-GO,P5,2474,233,1000,2026-03-15
2026-03-20,CD-PE,P1,40729,3535,0,2026-03-19
2026-03-20,CD-PE,P2,25216,2159,0,2026-03-19
2026-03-20,CD-PE,P3,5449,549,0,2026-03-16
2026-03-20,CD-PE,P4,4944,670,0,2026-03-16
2026-03-20,CD-PE,P5,4289,318,0,2026-03-19
2026-03-21,CD-SP,P1,47155,7547,0,2026-03-19
2026-03-21,CD-SP,P2,14794,4610,14850,2026-03-12
2026-03-21,CD-SP,P3,7700,1172,0,2026-03-19
2026-03-21,CD-SP,P4,3729,1460,5100,2026-03-12
2026-03-21,CD-SP,P5,1790,679,3000,2026-03-15
2026-03-21,CD-PR,P1,20949,3399,11200,2026-03-13
2026-03-21,CD-PR,P2,13474,2076,7200,2026-03-13
2026-03-21,CD-PR,P3,3680,528,0,2026-03-13
2026-03-21,CD-PR,P4,3048,658,0,2026-03-13
2026-03-21,CD-PR,P5,2087,306,1000,2026-03-17
2026-03-21,CD-GO,P1,18672,2589,7700,2026-03-14
2026-03-21,CD-GO,P2,11072,1581,4950,2026-03-14
2026-03-21,CD-GO,P3,3479,402,0,2026-03-14
2026-03-21,CD-GO,P4,2985,501,0,2026-03-21
2026-03-21,CD-GO,P5,2468,233,1000,2026-03-15
2026-03-21,CD-PE,P1,40729,3536,0,2026-03-19
2026-03-21,CD-PE,P2,24766,2160,0,2026-03-19
2026-03-21,CD-PE,P3,5449,549,0,2026-03-16
2026-03-21,CD-PE,P4,4944,685,0,2026-03-16
2026-03-21,CD-PE,P5,4289,318,0,2026-03-19
2026-03-22,CD-SP,P1,47155,7547,0,2026-03-19
2026-03-22,CD-SP,P2,26044,4610,3600,2026-03-22
2026-03-22,CD-SP,P3,7700,1172,0,2026-03-19
2026-03-22,CD-SP,P4,3729,1460,5100,2026-03-12
2026-03-22,CD-SP,P5,4790,679,0,2026-03-22
2026-03-22,CD-PR,P1,20949,3399,11200,2026-03-13
2026-03-22,CD-PR,P2,13474,2076,7200,2026-03-13
2026-03-22,CD-PR,P3,3680,528,0,2026-03-13
2026-03-22,CD-PR,P4,3048,658,0,2026-03-13
2026-03-22,CD-PR,P5,2087,306,1000,2026-03-17
2026-03-22,CD-GO,P1,26372,2589,0,2026-03-22
2026-03-22,CD-GO,P2,16022,1581,0,2026-03-22
2026-03-22,CD-GO,P3,3479,402,0,2026-03-14
2026-03-22,CD-GO,P4,2985,501,0,2026-03-21
2026-03-22,CD-GO,P5,3468,233,0,2026-03-22
2026-03-22,CD-PE,P1,40729,3536,0,2026-03-19
2026-03-22,CD-PE,P2,24766,2160,0,2026-03-19
2026-03-22,CD-PE,P3,5449,549,0,2026-03-16
2026-03-22,CD-PE,P4,4944,685,0,2026-03-16
2026-03-22,CD-PE,P5,4289,318,0,2026-03-19
2026-03-23,CD-SP,P1,42130,7547,0,2026-03-19
2026-03-23,CD-SP,P2,27132,4610,0,2026-03-23
2026-03-23,CD-SP,P3,6986,1172,0,2026-03-19
2026-03-23,CD-SP,P4,3006,1460,5100,2026-03-12
2026-03-23,CD-SP,P5,4165,679,500,2026-03-22
2026-03-23,CD-PR,P1,18506,3399,11200,2026-03-13
2026-03-23,CD-PR,P2,11656,2076,7200,2026-03-13
2026-03-23,CD-PR,P3,2957,528,0,2026-03-13
2026-03-23,CD-PR,P4,3024,658,0,2026-03-13
2026-03-23,CD-PR,P5,2075,306,1000,2026-03-17
2026-03-23,CD-GO,P1,24297,2589,0,2026-03-22
2026-03-23,CD-GO,P2,14328,1581,0,2026-03-22
2026-03-23,CD-GO,P3,3068,402,0,2026-03-14
2026-03-23,CD-GO,P4,2679,501,0,2026-03-21
2026-03-23,CD-GO,P5,3325,233,0,2026-03-22
2026-03-23,CD-PE,P1,39179,3536,0,2026-03-19
2026-03-23,CD-PE,P2,23032,2160,0,2026-03-19
2026-03-23,CD-PE,P3,5044,549,0,2026-03-16
2026-03-23,CD-PE,P4,4545,685,0,2026-03-16
2026-03-23,CD-PE,P5,4140,318,0,2026-03-19
2026-03-24,CD-SP,P1,34282,7547,0,2026-03-19
2026-03-24,CD-SP,P2,23820,4610,0,2026-03-23
2026-03-24,CD-SP,P3,5546,1172,0,2026-03-19
2026-03-24,CD-SP,P4,7221,1515,0,2026-03-24
2026-03-24,CD-SP,P5,3950,679,500,2026-03-22
2026-03-24,CD-PR,P1,25833,3399,0,2026-03-24
2026-03-24,CD-PR,P2,17506,2076,0,2026-03-24
2026-03-24,CD-PR,P3,2846,528,0,2026-03-13
2026-03-24,CD-PR,P4,2625,683,0,2026-03-13
2026-03-24,CD-PR,P5,2920,306,0,2026-03-24
2026-03-24,CD-GO,P1,23205,2590,0,2026-03-22
2026-03-24,CD-GO,P2,13624,1582,0,2026-03-22
2026-03-24,CD-GO,P3,2369,402,0,2026-03-14
2026-03-24,CD-GO,P4,2574,520,0,2026-03-21
2026-03-24,CD-GO,P5,3325,233,0,2026-03-22
2026-03-24,CD-PE,P1,36977,3538,0,2026-03-19
2026-03-24,CD-PE,P2,21136,2161,0,2026-03-19
2026-03-24,CD-PE,P3,4945,549,0,2026-03-16
2026-03-24,CD-PE,P4,4146,711,0,2026-03-16
2026-03-24,CD-PE,P5,3610,318,0,2026-03-19
2026-03-25,CD-SP,P1,29769,7109,0,2026-03-19
2026-03-25,CD-SP,P2,20328,4342,0,2026-03-23
2026-03-25,CD-SP,P3,5012,1104,0,2026-03-19
2026-03-25,CD-SP,P4,6417,1463,0,2026-03-24
2026-03-25,CD-SP,P5,2765,640,500,2026-03-22
2026-03-25,CD-PR,P1,23963,3202,0,2026-03-24
2026-03-25,CD-PR,P2,15848,1956,0,2026-03-24
2026-03-25,CD-PR,P3,2048,497,0,2026-03-13
2026-03-25,CD-PR,P4,2238,659,0,2026-03-13
2026-03-25,CD-PR,P5,2765,288,0,2026-03-24
2026-03-25,CD-GO,P1,20569,2440,0,2026-03-22
2026-03-25,CD-GO,P2,12344,1490,0,2026-03-22
2026-03-25,CD-GO,P3,2270,379,0,2026-03-14
2026-03-25,CD-GO,P4,2262,502,0,2026-03-21
2026-03-25,CD-GO,P5,2801,219,0,2026-03-22
2026-03-25,CD-PE,P1,34190,3334,0,2026-03-19
2026-03-25,CD-PE,P2,19424,2036,0,2026-03-19
2026-03-25,CD-PE,P3,4534,518,0,2026-03-16
2026-03-25,CD-PE,P4,3753,687,0,2026-03-16
2026-03-25,CD-PE,P5,3473,300,0,2026-03-19
2026-03-26,CD-SP,P1,24956,7109,0,2026-03-19
2026-03-26,CD-SP,P2,17912,4342,0,2026-03-23
2026-03-26,CD-SP,P3,4226,1104,0,2026-03-19
2026-03-26,CD-SP,P4,6018,1512,0,2026-03-24
2026-03-26,CD-SP,P5,2437,640,500,2026-03-22
2026-03-26,CD-PR,P1,22081,3203,0,2026-03-24
2026-03-26,CD-PR,P2,14462,1956,0,2026-03-24
2026-03-26,CD-PR,P3,1937,497,0,2026-03-13
2026-03-26,CD-PR,P4,2214,681,0,2026-03-13
2026-03-26,CD-PR,P5,1753,288,0,2026-03-24
2026-03-26,CD-GO,P1,20135,2440,0,2026-03-22
2026-03-26,CD-GO,P2,11568,1491,0,2026-03-22
2026-03-26,CD-GO,P3,2246,379,0,2026-03-14
2026-03-26,CD-GO,P4,2244,519,0,2026-03-21
2026-03-26,CD-GO,P5,2158,220,0,2026-03-22
2026-03-26,CD-PE,P1,32314,3335,0,2026-03-19
2026-03-26,CD-PE,P2,18766,2037,0,2026-03-19
2026-03-26,CD-PE,P3,4123,518,0,2026-03-16
2026-03-26,CD-PE,P4,3735,710,0,2026-03-16
2026-03-26,CD-PE,P5,3455,300,0,2026-03-19
2026-03-27,CD-SP,P1,22664,7109,0,2026-03-19
2026-03-27,CD-SP,P2,16176,4342,0,2026-03-23
2026-03-27,CD-SP,P3,4073,1104,0,2026-03-19
2026-03-27,CD-SP,P4,5625,1557,0,2026-03-24
2026-03-27,CD-SP,P5,1270,640,500,2026-03-22
2026-03-27,CD-PR,P1,20953,3203,0,2026-03-24
2026-03-27,CD-PR,P2,13378,1956,0,2026-03-24
2026-03-27,CD-PR,P3,1520,497,0,2026-03-13
2026-03-27,CD-PR,P4,1827,701,0,2026-03-13
2026-03-27,CD-PR,P5,1741,288,0,2026-03-24
2026-03-27,CD-GO,P1,18669,2441,0,2026-03-22
2026-03-27,CD-GO,P2,10952,1491,0,2026-03-22
2026-03-27,CD-GO,P3,2228,379,0,2026-03-14
2026-03-27,CD-GO,P4,2088,535,0,2026-03-21
2026-03-27,CD-GO,P5,2140,220,0,2026-03-22
2026-03-27,CD-PE,P1,30468,3337,0,2026-03-19
2026-03-27,CD-PE,P2,16386,2038,0,2026-03-19
2026-03-27,CD-PE,P3,3823,518,0,2026-03-16
2026-03-27,CD-PE,P4,3360,731,0,2026-03-16
2026-03-27,CD-PE,P5,3437,300,0,2026-03-19
2026-03-28,CD-SP,P1,21264,7109,0,2026-03-19
2026-03-28,CD-SP,P2,16064,4342,0,2026-03-23
2026-03-28,CD-SP,P3,4073,1104,0,2026-03-19
2026-03-28,CD-SP,P4,5625,1589,0,2026-03-24
2026-03-28,CD-SP,P5,1270,640,500,2026-03-22
2026-03-28,CD-PR,P1,20953,3203,0,2026-03-24
2026-03-28,CD-PR,P2,13378,1957,0,2026-03-24
2026-03-28,CD-PR,P3,1520,497,0,2026-03-13
2026-03-28,CD-PR,P4,1827,716,0,2026-03-13
2026-03-28,CD-PR,P5,1741,288,0,2026-03-24
2026-03-28,CD-GO,P1,18669,2441,0,2026-03-22
2026-03-28,CD-GO,P2,10952,1491,0,2026-03-22
2026-03-28,CD-GO,P3,2228,379,0,2026-03-14
2026-03-28,CD-GO,P4,2088,546,0,2026-03-21
2026-03-28,CD-GO,P5,2140,220,0,2026-03-22
2026-03-28,CD-PE,P1,30468,3338,0,2026-03-19
2026-03-28,CD-PE,P2,16386,2039,0,2026-03-19
2026-03-28,CD-PE,P3,3724,518,0,2026-03-16
2026-03-28,CD-PE,P4,3348,746,0,2026-03-16
2026-03-28,CD-PE,P5,3437,300,0,2026-03-19
2026-03-29,CD-SP,P1,21264,7109,0,2026-03-19
2026-03-29,CD-SP,P2,16064,4342,0,2026-03-23
2026-03-29,CD-SP,P3,4073,1104,0,2026-03-19
2026-03-29,CD-SP,P4,5625,1589,0,2026-03-24
2026-03-29,CD-SP,P5,1770,640,0,2026-03-29
2026-03-29,CD-PR,P1,20953,3203,0,2026-03-24
2026-03-29,CD-PR,P2,13378,1957,0,2026-03-24
2026-03-29,CD-PR,P3,1520,497,0,2026-03-13
2026-03-29,CD-PR,P4,1827,716,0,2026-03-13
2026-03-29,CD-PR,P5,1741,288,0,2026-03-24
2026-03-29,CD-GO,P1,18669,2441,0,2026-03-22
2026-03-29,CD-GO,P2,10952,1491,0,2026-03-22
2026-03-29,CD-GO,P3,2228,379,0,2026-03-14
2026-03-29,CD-GO,P4,2088,546,0,2026-03-21
2026-03-29,CD-GO,P5,2140,220,0,2026-03-22
2026-03-29,CD-PE,P1,30468,3338,0,2026-03-19
2026-03-29,CD-PE,P2,16386,2039,0,2026-03-19
2026-03-29,CD-PE,P3,3724,518,0,2026-03-16
2026-03-29,CD-PE,P4,3348,746,0,2026-03-16
2026-03-29,CD-PE,P5,3437,300,0,2026-03-19
2026-03-30,CD-SP,P1,15841,7109,0,2026-03-19
2026-03-30,CD-SP,P2,13004,4342,0,2026-03-23
2026-03-30,CD-SP,P3,3170,1104,0,2026-03-19
2026-03-30,CD-SP,P4,4575,1589,0,2026-03-24
2026-03-30,CD-SP,P5,1746,640,0,2026-03-29
2026-03-30,CD-PR,P1,18503,3203,0,2026-03-24
2026-03-30,CD-PR,P2,11518,1957,0,2026-03-24
2026-03-30,CD-PR,P3,1097,497,0,2026-03-13
2026-03-30,CD-PR,P4,1503,716,0,2026-03-13
2026-03-30,CD-PR,P5,1717,288,0,2026-03-24
2026-03-30,CD-GO,P1,17402,2441,0,2026-03-22
2026-03-30,CD-GO,P2,10200,1491,0,2026-03-22
2026-03-30,CD-GO,P3,2048,379,0,2026-03-14
2026-03-30,CD-GO,P4,2070,546,0,2026-03-21
2026-03-30,CD-GO,P5,2134,220,0,2026-03-22
2026-03-30,CD-PE,P1,27868,3338,0,2026-03-19
2026-03-30,CD-PE,P2,15036,2039,0,2026-03-19
2026-03-30,CD-PE,P3,3601,518,0,2026-03-16
2026-03-30,CD-PE,P4,2937,746,0,2026-03-16
2026-03-30,CD-PE,P5,2788,300,0,2026-03-19
2026-03-31,CD-SP,P1,8952,7109,0,2026-03-19
2026-03-31,CD-SP,P2,9454,4342,0,2026-03-23
2026-03-31,CD-SP,P3,1997,1104,0,2026-03-19
2026-03-31,CD-SP,P4,4317,1644,0,2026-03-24
2026-03-31,CD-SP,P5,1573,640,0,2026-03-29
2026-03-31,CD-PR,P1,15759,3204,0,2026-03-24
2026-03-31,CD-PR,P2,9120,1957,0,2026-03-24
2026-03-31,CD-PR,P3,692,498,0,2026-03-13
2026-03-31,CD-PR,P4,678,741,0,2026-03-13
2026-03-31,CD-PR,P5,889,288,0,2026-03-24
2026-03-31,CD-GO,P1,14754,2442,0,2026-03-22
2026-03-31,CD-GO,P2,9454,1492,0,2026-03-22
2026-03-31,CD-GO,P3,1343,379,0,2026-03-14
2026-03-31,CD-GO,P4,2058,565,0,2026-03-21
2026-03-31,CD-GO,P5,1616,220,0,2026-03-22
2026-03-31,CD-PE,P1,24882,3339,0,2026-03-19
2026-03-31,CD-PE,P2,14260,2040,0,2026-03-19
2026-03-31,CD-PE,P3,3184,519,0,2026-03-16
2026-03-31,CD-PE,P4,2838,773,0,2026-03-16
2026-03-31,CD-PE,P5,2764,300,0,2026-03-19
2026-04-01,CD-SP,P1,4675,7109,0,2026-03-19
2026-04-01,CD-SP,P2,6156,4342,0,2026-03-23
2026-04-01,CD-SP,P3,1085,1104,0,2026-03-19
2026-04-01,CD-SP,P4,3207,1697,0,2026-03-24
2026-04-01,CD-SP,P5,1418,640,0,2026-03-29
2026-04-01,CD-PR,P1,13002,3204,0,2026-03-24
2026-04-01,CD-PR,P2,8368,1957,0,2026-03-24
2026-04-01,CD-PR,P3,317,498,0,2026-03-13
2026-04-01,CD-PR,P4,219,765,0,2026-03-13
2026-04-01,CD-PR,P5,871,288,0,2026-03-24
2026-04-01,CD-GO,P1,14471,2443,0,2026-03-22
2026-04-01,CD-GO,P2,7896,1492,0,2026-03-22
2026-04-01,CD-GO,P3,1313,379,0,2026-03-14
2026-04-01,CD-GO,P4,1359,583,0,2026-03-21
2026-04-01,CD-GO,P5,1604,220,0,2026-03-22
2026-04-01,CD-PE,P1,23000,3341,0,2026-03-19
2026-04-01,CD-PE,P2,12690,2041,0,2026-03-19
2026-04-01,CD-PE,P3,2785,519,0,2026-03-16
2026-04-01,CD-PE,P4,2121,797,0,2026-03-16
2026-04-01,CD-PE,P5,2115,301,0,2026-03-19
2026-04-02,CD-SP,P1,1115,7109,0,2026-03-19
2026-04-02,CD-SP,P2,1282,4342,0,2026-03-23
2026-04-02,CD-SP,P3,170,1104,0,2026-03-19
2026-04-02,CD-SP,P4,1686,1697,0,2026-03-24
2026-04-02,CD-SP,P5,757,640,0,2026-03-29
2026-04-02,CD-PR,P1,10203,3204,0,2026-03-24
2026-04-02,CD-PR,P2,7118,1957,0,2026-03-24
2026-04-02,CD-PR,P3,17,498,0,2026-03-13
2026-04-02,CD-PR,P4,102,765,0,2026-03-13
2026-04-02,CD-PR,P5,734,288,0,2026-03-24
2026-04-02,CD-GO,P1,12631,2443,0,2026-03-22
2026-04-02,CD-GO,P2,7594,1492,0,2026-03-22
2026-04-02,CD-GO,P3,1295,379,0,2026-03-14
2026-04-02,CD-GO,P4,1041,583,0,2026-03-21
2026-04-02,CD-GO,P5,1592,220,0,2026-03-22
2026-04-02,CD-PE,P1,20418,3341,0,2026-03-19
2026-04-02,CD-PE,P2,11802,2041,0,2026-03-19
2026-04-02,CD-PE,P3,2146,519,0,2026-03-16
2026-04-02,CD-PE,P4,1317,797,0,2026-03-16
2026-04-02,CD-PE,P5,2103,301,0,2026-03-19
2026-04-03,CD-SP,P1,941,7109,0,2026-03-19
2026-04-03,CD-SP,P2,1282,4342,0,2026-03-23
2026-04-03,CD-SP,P3,170,1104,0,2026-03-19
2026-04-03,CD-SP,P4,1686,1697,0,2026-03-24
2026-04-03,CD-SP,P5,257,640,0,2026-03-29
2026-04-03,CD-PR,P1,10203,3204,0,2026-03-24
2026-04-03,CD-PR,P2,7118,1957,0,2026-03-24
2026-04-03,CD-PR,P3,5,498,0,2026-03-13
2026-04-03,CD-PR,P4,102,765,0,2026-03-13
2026-04-03,CD-PR,P5,734,288,0,2026-03-24
2026-04-03,CD-GO,P1,12631,2443,0,2026-03-22
2026-04-03,CD-GO,P2,7594,1492,0,2026-03-22
2026-04-03,CD-GO,P3,1295,379,0,2026-03-14
2026-04-03,CD-GO,P4,1041,583,0,2026-03-21
2026-04-03,CD-GO,P5,1592,220,0,2026-03-22
2026-04-03,CD-PE,P1,20418,3341,0,2026-03-19
2026-04-03,CD-PE,P2,11352,2041,0,2026-03-19
2026-04-03,CD-PE,P3,2146,519,0,2026-03-16
2026-04-03,CD-PE,P4,1317,797,0,2026-03-16
2026-04-03,CD-PE,P5,2103,301,0,2026-03-19
2026-04-04,CD-SP,P1,941,7109,0,2026-03-19
2026-04-04,CD-SP,P2,1282,4342,0,2026-03-23
2026-04-04,CD-SP,P3,170,1104,0,2026-03-19
2026-04-04,CD-SP,P4,1686,1697,0,2026-03-24
2026-04-04,CD-SP,P5,257,640,0,2026-03-29
2026-04-04,CD-PR,P1,10203,3204,0,2026-03-24
2026-04-04,CD-PR,P2,7118,1957,0,2026-03-24
2026-04-04,CD-PR,P3,5,498,0,2026-03-13
2026-04-04,CD-PR,P4,102,765,0,2026-03-13
2026-04-04,CD-PR,P5,734,288,0,2026-03-24
2026-04-04,CD-GO,P1,12631,2443,0,2026-03-22
2026-04-04,CD-GO,P2,7594,1492,0,2026-03-22
2026-04-04,CD-GO,P3,1295,379,0,2026-03-14
2026-04-04,CD-GO,P4,1041,583,0,2026-03-21
2026-04-04,CD-GO,P5,1592,220,0,2026-03-22
2026-04-04,CD-PE,P1,20418,3341,0,2026-03-19
2026-04-04,CD-PE,P2,11352,2041,0,2026-03-19
2026-04-04,CD-PE,P3,2146,519,0,2026-03-16
2026-04-04,CD-PE,P4,1317,797,0,2026-03-16
2026-04-04,CD-PE,P5,2103,301,0,2026-03-19
2026-04-05,CD-SP,P1,941,7109,0,2026-03-19
2026-04-05,CD-SP,P2,1282,4342,0,2026-03-23
2026-04-05,CD-SP,P3,170,1104,0,2026-03-19
2026-04-05,CD-SP,P4,1686,1697,0,2026-03-24
2026-04-05,CD-SP,P5,257,640,0,2026-03-29
2026-04-05,CD-PR,P1,10203,3204,0,2026-03-24
2026-04-05,CD-PR,P2,7118,1957,0,2026-03-24
2026-04-05,CD-PR,P3,5,498,0,2026-03-13
2026-04-05,CD-PR,P4,102,765,0,2026-03-13
2026-04-05,CD-PR,P5,734,288,0,2026-03-24
2026-04-05,CD-GO,P1,12631,2443,0,2026-03-22
2026-04-05,CD-GO,P2,7594,1492,0,2026-03-22
2026-04-05,CD-GO,P3,1295,379,0,2026-03-14
2026-04-05,CD-GO,P4,1041,583,0,2026-03-21
2026-04-05,CD-GO,P5,1592,220,0,2026-03-22
2026-04-05,CD-PE,P1,20418,3341,0,2026-03-19
2026-04-05,CD-PE,P2,11352,2041,0,2026-03-19
2026-04-05,CD-PE,P3,2146,519,0,2026-03-16
2026-04-05,CD-PE,P4,1317,797,0,2026-03-16
2026-04-05,CD-PE,P5,2103,301,0,2026-03-19
2026-04-06,CD-SP,P1,54,7109,67200,2026-03-19
2026-04-06,CD-SP,P2,16,4342,40950,2026-03-23
2026-04-06,CD-SP,P3,20,1104,11100,2026-03-19
2026-04-06,CD-SP,P4,495,1697,15300,2026-03-24
2026-04-06,CD-SP,P5,60,640,7000,2026-03-29
2026-04-06,CD-PR,P1,8116,3204,30800,2026-03-24
2026-04-06,CD-PR,P2,5448,1957,18450,2026-03-24
2026-04-06,CD-PR,P3,5,498,6900,2026-03-13
2026-04-06,CD-PR,P4,66,765,10200,2026-03-13
2026-04-06,CD-PR,P5,216,288,3500,2026-03-24
2026-04-06,CD-GO,P1,10557,2443,18200,2026-03-22
2026-04-06,CD-GO,P2,6256,1492,11700,2026-03-22
2026-04-06,CD-GO,P3,710,379,3900,2026-03-14
2026-04-06,CD-GO,P4,711,583,6600,2026-03-21
2026-04-06,CD-GO,P5,1449,220,1500,2026-03-22
2026-04-06,CD-PE,P1,10729,3341,32900,2026-03-19
2026-04-06,CD-PE,P2,8058,2041,22050,2026-03-19
2026-04-06,CD-PE,P3,721,519,6600,2026-03-16
2026-04-06,CD-PE,P4,531,797,12000,2026-03-16
2026-04-06,CD-PE,P5,1954,301,3500,2026-03-19
2026-04-07,CD-SP,P1,54,7109,67200,2026-03-19
2026-04-07,CD-SP,P2,4,4342,40950,2026-03-23
2026-04-07,CD-SP,P3,8,1104,11100,2026-03-19
2026-04-07,CD-SP,P4,93,1697,15300,2026-03-24
2026-04-07,CD-SP,P5,6,640,7000,2026-03-29
2026-04-07,CD-PR,P1,5510,3205,30800,2026-03-24
2026-04-07,CD-PR,P2,4232,1957,18450,2026-03-24
2026-04-07,CD-PR,P3,5,498,6900,2026-03-13
2026-04-07,CD-PR,P4,24,765,10200,2026-03-13
2026-04-07,CD-PR,P5,192,288,3500,2026-03-24
2026-04-07,CD-GO,P1,6033,2443,18200,2026-03-22
2026-04-07,CD-GO,P2,4332,1492,11700,2026-03-22
2026-04-07,CD-GO,P3,5,379,3900,2026-03-14
2026-04-07,CD-GO,P4,0,583,6600,2026-03-21
2026-04-07,CD-GO,P5,1306,220,1500,2026-03-22
2026-04-07,CD-PE,P1,6036,3343,32900,2026-03-19
2026-04-07,CD-PE,P2,3670,2042,22050,2026-03-19
2026-04-07,CD-PE,P3,10,519,6600,2026-03-16
2026-04-07,CD-PE,P4,15,798,12000,2026-03-16
2026-04-07,CD-PE,P5,1299,301,3500,2026-03-19
2026-04-08,CD-SP,P1,54,7109,67200,2026-03-19
2026-04-08,CD-SP,P2,4,4342,40950,2026-03-23
2026-04-08,CD-SP,P3,8,1104,11100,2026-03-19
2026-04-08,CD-SP,P4,0,1697,15300,2026-03-24
2026-04-08,CD-SP,P5,6,640,7000,2026-03-29
2026-04-08,CD-PR,P1,1311,3205,30800,2026-03-24
2026-04-08,CD-PR,P2,1546,1958,18450,2026-03-24
2026-04-08,CD-PR,P3,5,498,6900,2026-03-13
2026-04-08,CD-PR,P4,0,765,10200,2026-03-13
2026-04-08,CD-PR,P5,43,288,3500,2026-03-24
2026-04-08,CD-GO,P1,1370,2444,18200,2026-03-22
2026-04-08,CD-GO,P2,1542,1493,11700,2026-03-22
2026-04-08,CD-GO,P3,5,380,3900,2026-03-14
2026-04-08,CD-GO,P4,0,583,6600,2026-03-21
2026-04-08,CD-GO,P5,788,220,1500,2026-03-22
2026-04-08,CD-PE,P1,1119,3344,32900,2026-03-19
2026-04-08,CD-PE,P2,1478,2043,22050,2026-03-19
2026-04-08,CD-PE,P3,10,519,6600,2026-03-16
2026-04-08,CD-PE,P4,9,798,12000,2026-03-16
2026-04-08,CD-PE,P5,989,301,3500,2026-03-19
2026-04-09,CD-SP,P1,62857,7109,0,2026-04-09
2026-04-09,CD-SP,P2,37324,4342,0,2026-04-09
2026-04-09,CD-SP,P3,7220,1104,0,2026-04-09
2026-04-09,CD-SP,P4,7404,1697,0,2026-04-09
2026-04-09,CD-SP,P5,6,640,7000,2026-03-29
2026-04-09,CD-PR,P1,74,3205,30800,2026-03-24
2026-04-09,CD-PR,P2,872,1958,18450,2026-03-24
2026-04-09,CD-PR,P3,5,498,6900,2026-03-13
2026-04-09,CD-PR,P4,0,765,10200,2026-03-13
2026-04-09,CD-PR,P5,25,288,3500,2026-03-24
2026-04-09,CD-GO,P1,852,2445,18200,2026-03-22
2026-04-09,CD-GO,P2,666,1493,11700,2026-03-22
2026-04-09,CD-GO,P3,5,380,3900,2026-03-14
2026-04-09,CD-GO,P4,0,583,6600,2026-03-21
2026-04-09,CD-GO,P5,770,220,1500,2026-03-22
2026-04-09,CD-PE,P1,31455,3346,0,2026-04-09
2026-04-09,CD-PE,P2,22308,2044,0,2026-04-09
2026-04-09,CD-PE,P3,10,520,6600,2026-03-16
2026-04-09,CD-PE,P4,9,798,12000,2026-03-16
2026-04-09,CD-PE,P5,3447,301,0,2026-04-09
2026-04-10,CD-SP,P1,58200,7109,0,2026-04-09
2026-04-10,CD-SP,P2,35104,4342,0,2026-04-09
2026-04-10,CD-SP,P3,6173,1104,0,2026-04-09
2026-04-10,CD-SP,P4,6444,1697,0,2026-04-09
2026-04-10,CD-SP,P5,6,640,7000,2026-03-29
2026-04-10,CD-PR,P1,29752,3206,0,2026-04-10
2026-04-10,CD-PR,P2,136,1958,18450,2026-03-24
2026-04-10,CD-PR,P3,6734,498,0,2026-04-10
2026-04-10,CD-PR,P4,8940,765,0,2026-04-10
2026-04-10,CD-PR,P5,13,288,3500,2026-03-24
2026-04-10,CD-GO,P1,128,2445,18200,2026-03-22
2026-04-10,CD-GO,P2,14,1493,11700,2026-03-22
2026-04-10,CD-GO,P3,5,380,3900,2026-03-14
2026-04-10,CD-GO,P4,0,583,6600,2026-03-21
2026-04-10,CD-GO,P5,639,220,1500,2026-03-22
2026-04-10,CD-PE,P1,29603,3347,0,2026-04-09
